sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote	Source	bam10x	Comment	biosample	Organ	sex	retina_region	strain
SRS3732115	SRR7775973	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943189	Eye	NA	NA	NA
SRS3732117	SRR7775974	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943188	Eye	NA	NA	NA
SRS3732118	SRR7775976	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943186	Eye	NA	NA	NA
SRS3732123	SRR7775981	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943181	Eye	NA	NA	NA
SRS3732127	SRR7775986	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943176	Eye	NA	NA	NA
SRS3732133	SRR7775990	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943241	Eye	NA	NA	NA
SRS3732135	SRR7775992	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943239	Eye	NA	NA	NA
SRS3732138	SRR7775996	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942898	Eye	NA	NA	NA
SRS3732147	SRR7776006	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942888	Eye	NA	NA	NA
SRS3732150	SRR7776010	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942884	Eye	NA	NA	NA
SRS3732212	SRR7776069	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942728	Eye	NA	NA	NA
SRS3732210	SRR7776070	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942727	Eye	NA	NA	NA
SRS3732216	SRR7776074	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942785	Eye	NA	NA	NA
SRS3732219	SRR7776076	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942693	Eye	NA	NA	NA
SRS3732223	SRR7776082	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942687	Eye	NA	NA	NA
SRS3732235	SRR7776093	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942676	Eye	NA	NA	NA
SRS3732234	SRR7776094	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942675	Eye	NA	NA	NA
SRS3732237	SRR7776095	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942674	Eye	NA	NA	NA
SRS3732250	SRR7776109	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942931	Eye	NA	NA	NA
SRS3732251	SRR7776110	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942930	Eye	NA	NA	NA
SRS3732257	SRR7776114	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942926	Eye	NA	NA	NA
SRS3732260	SRR7776119	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942720	Eye	NA	NA	NA
SRS3732268	SRR7776128	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942711	Eye	NA	NA	NA
SRS3732383	SRR7776133	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942706	Eye	NA	NA	NA
SRS3732282	SRR7776142	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942754	Eye	NA	NA	NA
SRS3732288	SRR7776148	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943030	Eye	NA	NA	NA
SRS3732296	SRR7776156	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943022	Eye	NA	NA	NA
SRS3732354	SRR7776214	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942842	Eye	NA	NA	NA
SRS3732360	SRR7776220	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	NA	Eye	NA	NA	NA
SRS3732365	SRR7776225	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942831	Eye	NA	NA	NA
SRS3732386	SRR7776244	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942944	Eye	NA	NA	NA
SRS3732393	SRR7776251	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942937	Eye	NA	NA	NA
SRS3732396	SRR7776254	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943003	Eye	NA	NA	NA
SRS3732399	SRR7776257	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943000	Eye	NA	NA	NA
SRS3732412	SRR7776269	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942919	Eye	NA	NA	NA
SRS3732415	SRR7776274	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942914	Eye	NA	NA	NA
SRS3732420	SRR7776278	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942910	Eye	NA	NA	NA
SRS3732422	SRR7776280	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942908	Eye	NA	NA	NA
SRS3732453	SRR7776311	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942642	Eye	NA	NA	NA
SRS3732461	SRR7776318	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942695	Eye	NA	NA	NA
SRS3732470	SRR7776328	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942779	Eye	NA	NA	NA
SRS3732476	SRR7776334	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942773	Eye	NA	NA	NA
SRS3732486	SRR7776345	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942759	Eye	NA	NA	NA
SRS3732494	SRR7776356	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943044	Eye	NA	NA	NA
SRS3732660	SRR7776365	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943100	Eye	NA	NA	NA
SRS3732536	SRR7776396	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942535	Eye	NA	NA	NA
SRS3732555	SRR7776415	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942571	Eye	NA	NA	NA
SRS3732557	SRR7776417	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942569	Eye	NA	NA	NA
SRS3732578	SRR7776438	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942597	Eye	NA	NA	NA
SRS3732587	SRR7776447	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942590	Eye	NA	NA	NA
SRS3732589	SRR7776448	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942589	Eye	NA	NA	NA
SRS3732598	SRR7776461	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942576	Eye	NA	NA	NA
SRS3732629	SRR7776490	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942607	Eye	NA	NA	NA
SRS3732675	SRR7776534	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943150	Eye	NA	NA	NA
SRS3732682	SRR7776545	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943212	Eye	NA	NA	NA
SRS3732700	SRR7776558	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943199	Eye	NA	NA	NA
SRS3732732	SRR7776591	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943156	Eye	NA	NA	NA
SRS3732740	SRR7776600	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942977	Eye	NA	NA	NA
SRS3732744	SRR7776604	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943042	Eye	NA	NA	NA
SRS3732747	SRR7776606	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943040	Eye	NA	NA	NA
SRS3732750	SRR7776609	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943037	Eye	NA	NA	NA
SRS3732766	SRR7776624	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942816	Eye	NA	NA	NA
SRS3732768	SRR7776626	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942814	Eye	NA	NA	NA
SRS3732769	SRR7776629	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942811	Eye	NA	NA	NA
SRS3732780	SRR7776638	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942802	Eye	NA	NA	NA
SRS3732791	SRR7776649	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942794	Eye	NA	NA	NA
SRS3732797	SRR7776655	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943422	Eye	NA	NA	NA
SRS3732800	SRR7776660	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943417	Eye	NA	NA	NA
SRS3732813	SRR7776674	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943483	Eye	NA	NA	NA
SRS3732817	SRR7776677	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943446	Eye	NA	NA	NA
SRS3732823	SRR7776682	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943478	Eye	NA	NA	NA
SRS3732828	SRR7776688	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943517	Eye	NA	NA	NA
SRS3732839	SRR7776698	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943507	Eye	NA	NA	NA
SRS3732853	SRR7776713	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943492	Eye	NA	NA	NA
SRS3732856	SRR7776716	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943489	Eye	NA	NA	NA
SRS3732858	SRR7776718	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943487	Eye	NA	NA	NA
SRS3732862	SRR7776722	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943539	Eye	NA	NA	NA
SRS3732919	SRR7776781	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943367	Eye	NA	NA	NA
SRS3732932	SRR7776793	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943433	Eye	NA	NA	NA
SRS3732937	SRR7776798	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943428	Eye	NA	NA	NA
SRS3732938	SRR7776799	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943427	Eye	NA	NA	NA
SRS3732959	SRR7776819	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943458	Eye	NA	NA	NA
SRS3732973	SRR7776833	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943362	Eye	NA	NA	NA
SRS3732975	SRR7776835	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09943360	Eye	NA	NA	NA
SRS3770542	SRR7825699	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	60	Late	NA	Organoid	NA	NA	SAMN10055429	Eye	NA	NA	NA
SRS3770543	SRR7825701	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	200	Late	NA	Organoid	NA	NA	SAMN10055427	Eye	NA	NA	NA
SRS3770552	SRR7825711	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	200	Late	NA	Organoid	NA	NA	SAMN10055415	Eye	NA	NA	NA
SRS3770553	SRR7825712	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	60	Late	NA	Organoid	NA	NA	SAMN10055414	Eye	NA	NA	NA
SRS3770556	SRR7825715	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	200	Late	NA	Organoid	NA	NA	SAMN10055411	Eye	NA	NA	NA
SRS3770557	SRR7825716	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	60	Late	NA	Organoid	NA	NA	SAMN10055410	Eye	NA	NA	NA
SRS3770571	SRR7825729	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN10055449	Eye	NA	NA	NA
SRS3770577	SRR7825735	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	60	Late	NA	Organoid	NA	NA	SAMN10055443	Eye	NA	NA	NA
SRS3770578	SRR7825736	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	60	Late	NA	Organoid	NA	NA	SAMN10055442	Eye	NA	NA	NA
SRS3770611	SRR7825768	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN10055459	Eye	NA	NA	NA
SRS4069786	SRR8234354	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459150	Eye	NA	NA	NA
SRS4069794	SRR8234362	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459200	Eye	NA	NA	NA
SRS4069827	SRR8234395	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459169	Eye	NA	NA	NA
SRS4069829	SRR8234397	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459167	Eye	NA	NA	NA
SRS4069833	SRR8234400	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459164	Eye	NA	NA	NA
SRS4069844	SRR8234412	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459021	Eye	NA	NA	NA
SRS4069861	SRR8234429	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459005	Eye	NA	NA	NA
SRS4069869	SRR8234437	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10458997	Eye	NA	NA	NA
SRS4069877	SRR8234445	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10458987	Eye	NA	NA	NA
SRS4069881	SRR8234449	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10458983	Eye	NA	NA	NA
SRS4069891	SRR8234459	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10458973	Eye	NA	NA	NA
SRS4069906	SRR8234474	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459057	Eye	NA	NA	NA
SRS4069910	SRR8234478	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459053	Eye	NA	NA	NA
SRS4069915	SRR8234483	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459112	Eye	NA	NA	NA
SRS4069926	SRR8234494	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459101	Eye	NA	NA	NA
SRS4069931	SRR8234499	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459096	Eye	NA	NA	NA
SRS4069935	SRR8234503	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459084	Eye	NA	NA	NA
SRS4069987	SRR8234555	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459029	Eye	NA	NA	NA
SRS4070007	SRR8234575	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459495	Eye	NA	NA	NA
SRS4070008	SRR8234576	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459494	Eye	NA	NA	NA
SRS4070011	SRR8234579	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459491	Eye	NA	NA	NA
SRS4070021	SRR8234589	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459481	Eye	NA	NA	NA
SRS4070033	SRR8234601	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459529	Eye	NA	NA	NA
SRS4070053	SRR8234621	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459267	Eye	NA	NA	NA
SRS4070069	SRR8234637	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459317	Eye	NA	NA	NA
SRS4070077	SRR8234645	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459309	Eye	NA	NA	NA
SRS4070096	SRR8234664	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459277	Eye	NA	NA	NA
SRS4070105	SRR8234673	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459237	Eye	NA	NA	NA
SRS4070134	SRR8234702	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459248	Eye	NA	NA	NA
SRS4070153	SRR8234721	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459229	Eye	NA	NA	NA
SRS4070163	SRR8234731	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459219	Eye	NA	NA	NA
SRS4070164	SRR8234732	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459218	Eye	NA	NA	NA
SRS4070205	SRR8234773	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA	Organoid	NA	NA	SAMN10459447	Eye	NA	NA	NA
SRS4384989	SRR8598040	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10976168	Eye	NA	NA	C57BL/6
SRS4384996	SRR8598047	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10976161	Eye	NA	NA	C57BL/6
SRS4385018	SRR8598069	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10976247	Eye	NA	NA	C57BL/6
SRS4385031	SRR8598082	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10976294	Eye	NA	NA	C57BL/6
SRS4385033	SRR8598084	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10976292	Eye	NA	NA	C57BL/6
SRS4385035	SRR8598086	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10976290	Eye	NA	NA	C57BL/6
SRS4385037	SRR8598088	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10976288	Eye	NA	NA	C57BL/6
SRS4385049	SRR8598100	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10976276	Eye	NA	NA	C57BL/6
SRS4385057	SRR8598108	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10976320	Eye	NA	NA	C57BL/6
SRS4385061	SRR8598112	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10976316	Eye	NA	NA	C57BL/6
SRS4385067	SRR8598118	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10976310	Eye	NA	NA	C57BL/6
SRS4385071	SRR8598122	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10975937	Eye	NA	NA	C57BL/6
SRS4385081	SRR8598131	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10975930	Eye	NA	NA	C57BL/6
SRS4385087	SRR8598137	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10975923	Eye	NA	NA	C57BL/6
SRS4385090	SRR8598141	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10975918	Eye	NA	NA	C57BL/6
SRS4385097	SRR8598148	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10975909	Eye	NA	NA	C57BL/6
SRS4385101	SRR8598152	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10975905	Eye	NA	NA	C57BL/6
SRS4385103	SRR8598154	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10975903	Eye	NA	NA	C57BL/6
SRS4385111	SRR8598162	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10976192	Eye	NA	NA	C57BL/6
SRS4385131	SRR8598182	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10976224	Eye	NA	NA	C57BL/6
SRS4385135	SRR8598186	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP186396	Retina	NA	4	Early	NA	Tissue	NA	NA	SAMN10976220	Eye	NA	NA	C57BL/6
