Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
SUV420H1	old symbol	MGI:2444557	Kmt5b	lysine methyltransferase 5B	protein coding gene
SUV420H2	old symbol	MGI:2385262	Kmt5c	lysine methyltransferase 5C	protein coding gene
SVA	current symbol	MGI:102785	Sva	seminal vesicle antigen	protein coding gene
SVAL1	current symbol	MGI:1918828	Sval1	seminal vesicle antigen-like 1	protein coding gene
SVAL2	current symbol	MGI:1934254	Sval2	seminal vesicle antigen-like 2	protein coding gene
SVAL3	current symbol	MGI:3047714	Sval3	seminal vesicle antigen-like 3	protein coding gene
SVS1	current symbol	MGI:2682321	Svs1	seminal vesicle secretory protein 1	protein coding gene
SVS2	current symbol	MGI:1858275	Svs2	seminal vesicle secretory protein 2	protein coding gene
SVS3A	current symbol	MGI:1927635	Svs3a	seminal vesicle secretory protein 3A	protein coding gene
SVS3A	rat symbol	MGI:3583778	Svs3b	seminal vesicle secretory protein 3B	protein coding gene
SVS3B	rat symbol	MGI:1927635	Svs3a	seminal vesicle secretory protein 3A	protein coding gene
SVS3B	current symbol	MGI:3583778	Svs3b	seminal vesicle secretory protein 3B	protein coding gene
SVS4	current symbol	MGI:98450	Svs4	seminal vesicle secretory protein 4	protein coding gene
SVS5	current symbol	MGI:98453	Svs5	seminal vesicle secretory protein 5	protein coding gene
SVS6	current symbol	MGI:106178	Svs6	seminal vesicle secretory protein 6	protein coding gene
SYCP1-PS1	current symbol	MGI:1098279	Sycp1-ps1	synaptonemal complex protein 1, pseudogene 1	pseudogene
SYNA	current symbol	MGI:2684898	Syna	syncytin a	protein coding gene
SYNB	current symbol	MGI:3045308	Synb	syncytin b	protein coding gene
SYPL	current symbol	MGI:108081	Sypl	synaptophysin-like protein	protein coding gene
T	current symbol	MGI:98472	T	brachyury, T-box transcription factor T	protein coding gene
T	current symbol	MGI:105076	t	t-complex	heritable phenotypic marker
T	synonym	MGI:98661	te	lighthead	heritable phenotypic marker
T2	human synonym	MGI:87870	Acat1	acetyl-Coenzyme A acetyltransferase 1	protein coding gene
T2	human synonym	MGI:1353496	Slc25a5	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5	protein coding gene
T2	current symbol	MGI:104658	T2	brachyury 2	protein coding gene
T2	synonym	MGI:1926324	Tg(EGFR)2Jlj	transgene insertion 2, Jose Luis Jorcano	transgene
T2	synonym	MGI:2388300	Tg(Thy1-Serpine2)2Dmn	transgene insertion 2, Denis Monard	transgene
TAAR3	current symbol	MGI:3527427	Taar3	trace amine-associated receptor 3	protein coding gene
TAAR4	current symbol	MGI:2685072	Taar4	trace amine-associated receptor 4	protein coding gene
TAAR6	current symbol	MGI:2685074	Taar6	trace amine-associated receptor 6	protein coding gene
TAAR7A	current symbol	MGI:2685075	Taar7a	trace amine-associated receptor 7A	protein coding gene
TAAR7B	current symbol	MGI:3527438	Taar7b	trace amine-associated receptor 7B	protein coding gene
TAAR7B	rat symbol	MGI:3527443	Taar7d	trace amine-associated receptor 7D	protein coding gene
TAAR7D	current symbol	MGI:3527443	Taar7d	trace amine-associated receptor 7D	protein coding gene
TAAR7E	rat symbol	MGI:3527443	Taar7d	trace amine-associated receptor 7D	protein coding gene
TAAR7E	current symbol	MGI:3527445	Taar7e	trace amine-associated receptor 7E	protein coding gene
TAAR7F	current symbol	MGI:3527447	Taar7f	trace amine-associated receptor 7F	protein coding gene
TAAR8A	current symbol	MGI:2685076	Taar8a	trace amine-associated receptor 8A	protein coding gene
TAAR8B	current symbol	MGI:2685995	Taar8b	trace amine-associated receptor 8B	protein coding gene
TAAR8C	current symbol	MGI:3527452	Taar8c	trace amine-associated receptor 8C	protein coding gene
TAC2	human synonym	MGI:98474	Tac1	tachykinin 1	protein coding gene
TAC2	current symbol	MGI:98476	Tac2	tachykinin 2	protein coding gene
TAF4A	old symbol	MGI:2152346	Taf4	TATA-box binding protein associated factor 4	protein coding gene
TAGAP1	human synonym	MGI:3615484	Tagap	T cell activation Rho GTPase activating protein	protein coding gene
TAGAP1	current symbol	MGI:1919786	Tagap1	T cell activation GTPase activating protein 1	protein coding gene
TAS2R102	current symbol	MGI:2681171	Tas2r102	taste receptor, type 2, member 102	protein coding gene
TAS2R103	current symbol	MGI:1890257	Tas2r103	taste receptor, type 2, member 103	protein coding gene
TAS2R104	current symbol	MGI:2681185	Tas2r104	taste receptor, type 2, member 104	protein coding gene
TAS2R105	current symbol	MGI:2681195	Tas2r105	taste receptor, type 2, member 105	protein coding gene
TAS2R106	current symbol	MGI:2681203	Tas2r106	taste receptor, type 2, member 106	protein coding gene
TAS2R107	current symbol	MGI:2681207	Tas2r107	taste receptor, type 2, member 107	protein coding gene
TAS2R108	current symbol	MGI:2681210	Tas2r108	taste receptor, type 2, member 108	protein coding gene
TAS2R109	current symbol	MGI:2681214	Tas2r109	taste receptor, type 2, member 109	protein coding gene
TAS2R110	current symbol	MGI:2681216	Tas2r110	taste receptor, type 2, member 110	protein coding gene
TAS2R113	current symbol	MGI:2681217	Tas2r113	taste receptor, type 2, member 113	protein coding gene
TAS2R114	current symbol	MGI:2681218	Tas2r114	taste receptor, type 2, member 114	protein coding gene
TAS2R115	current symbol	MGI:2681223	Tas2r115	taste receptor, type 2, member 115	protein coding gene
TAS2R116	current symbol	MGI:1890258	Tas2r116	taste receptor, type 2, member 116	protein coding gene
TAS2R117	current symbol	MGI:2681242	Tas2r117	taste receptor, type 2, member 117	protein coding gene
TAS2R118	current symbol	MGI:2681247	Tas2r118	taste receptor, type 2, member 118	protein coding gene
TAS2R119	current symbol	MGI:2681253	Tas2r119	taste receptor, type 2, member 119	protein coding gene
TAS2R120	current symbol	MGI:2681256	Tas2r120	taste receptor, type 2, member 120	protein coding gene
TAS2R121	current symbol	MGI:2681259	Tas2r121	taste receptor, type 2, member 121	protein coding gene
TAS2R122	current symbol	MGI:2681262	Tas2r122	taste receptor, type 2, member 122	protein coding gene
TAS2R123	current symbol	MGI:2681264	Tas2r123	taste receptor, type 2, member 123	protein coding gene
TAS2R124	current symbol	MGI:2681267	Tas2r124	taste receptor, type 2, member 124	protein coding gene
TAS2R125	current symbol	MGI:2681269	Tas2r125	taste receptor, type 2, member 125	protein coding gene
TAS2R126	current symbol	MGI:2681273	Tas2r126	taste receptor, type 2, member 126	protein coding gene
TAS2R129	current symbol	MGI:2681276	Tas2r129	taste receptor, type 2, member 129	protein coding gene
TAS2R130	current symbol	MGI:2681278	Tas2r130	taste receptor, type 2, member 130	protein coding gene
TAS2R131	current symbol	MGI:2681280	Tas2r131	taste receptor, type 2, member 131	protein coding gene
TAS2R134	current symbol	MGI:2681300	Tas2r134	taste receptor, type 2, member 134	protein coding gene
TAS2R135	current symbol	MGI:2681302	Tas2r135	taste receptor, type 2, member 135	protein coding gene
TAS2R136	current symbol	MGI:2681304	Tas2r136	taste receptor, type 2, member 136	protein coding gene
TAS2R137	current symbol	MGI:3606604	Tas2r137	taste receptor, type 2, member 137	protein coding gene
TAS2R138	current symbol	MGI:2681306	Tas2r138	taste receptor, type 2, member 138	protein coding gene
TAS2R139	current symbol	MGI:2681308	Tas2r139	taste receptor, type 2, member 139	protein coding gene
TAS2R140	current symbol	MGI:2681298	Tas2r140	taste receptor, type 2, member 140	protein coding gene
TAS2R143	current symbol	MGI:2681310	Tas2r143	taste receptor, type 2, member 143	protein coding gene
TAS2R144	current symbol	MGI:2681312	Tas2r144	taste receptor, type 2, member 144	protein coding gene
TBRG3	current symbol	MGI:1100876	Tbrg3	transforming growth factor beta regulated gene 3	lncRNA gene
TCAM1	current symbol	MGI:1923120	Tcam1	testicular cell adhesion molecule 1	protein coding gene
TCEB1	old symbol	MGI:1915173	Eloc	elongin C	protein coding gene
TCEB2	old symbol	MGI:1914923	Elob	elongin B	protein coding gene
TCEB3	old symbol	MGI:1351315	Eloa	elongin A	protein coding gene
TCL1	current symbol	MGI:1097166	Tcl1	T cell lymphoma breakpoint 1	protein coding gene
TCL1B1	current symbol	MGI:1351601	Tcl1b1	T cell leukemia/lymphoma 1B, 1	protein coding gene
TCL1B2	current symbol	MGI:1351609	Tcl1b2	T cell leukemia/lymphoma 1B, 2	protein coding gene
TCL1B3	current symbol	MGI:1351600	Tcl1b3	T cell leukemia/lymphoma 1B, 3	protein coding gene
TCL1B4	current symbol	MGI:1351604	Tcl1b4	T cell leukemia/lymphoma 1B, 4	protein coding gene
TCL1B5	current symbol	MGI:1351635	Tcl1b5	T cell leukemia/lymphoma 1B, 5	protein coding gene
TCP10A	current symbol	MGI:98541	Tcp10a	t-complex protein 10a	protein coding gene
TCP10B	rat symbol	MGI:98541	Tcp10a	t-complex protein 10a	protein coding gene
TCP10B	current symbol	MGI:98542	Tcp10b	t-complex protein 10b	protein coding gene
TCP10B	rat symbol	MGI:98543	Tcp10c	t-complex protein 10c	protein coding gene
TCP10C	current symbol	MGI:98543	Tcp10c	t-complex protein 10c	protein coding gene
TCSTV1	current symbol	MGI:1933437	Tcstv1	2-cell-stage, variable group, member 1	protein coding gene
TCSTV3	current symbol	MGI:2675349	Tcstv3	2-cell-stage, variable group, member 3	protein coding gene
TCTE2	current symbol	MGI:98641	Tcte2	t-complex-associated testis expressed 2	protein coding gene
TCTN2	current symbol	MGI:1915228	Tctn2	tectonic family member 2	protein coding gene
TDH	rat synonym	MGI:98270	Sds	serine dehydratase	protein coding gene
TDH	human synonym	MGI:2182607	Sdsl	serine dehydratase-like	protein coding gene
TDH	current symbol	MGI:1926231	Tdh	L-threonine dehydrogenase	protein coding gene
TDPOZ1	current symbol	MGI:2449436	Tdpoz1	TD and POZ domain containing 1	protein coding gene
TDPOZ2	current symbol	MGI:3027902	Tdpoz2	TD and POZ domain containing 2	protein coding gene
TDPOZ3	current symbol	MGI:3027903	Tdpoz3	TD and POZ domain containing 3	protein coding gene
TDPOZ4	current symbol	MGI:3027904	Tdpoz4	TD and POZ domain containing 4	protein coding gene
TDPOZ5	current symbol	MGI:3027905	Tdpoz5	TD and POZ domain containing 5	protein coding gene
TDRD12	current symbol	MGI:1919231	Tdrd12	tudor domain containing 12	protein coding gene
TDTOM-TRANSGENE		No associated gene			
TEDDM1	frog, western clawed symbol	MGI:3644103	Gm6551	predicted gene 6551	protein coding gene
TEDDM1	frog, western clawed symbol	MGI:3779606	Gm6557	predicted gene 6557	protein coding gene
TEDDM1	old symbol	MGI:2668439	Teddm1a	transmembrane epididymal protein 1A	protein coding gene
TEDDM1	human symbol	MGI:3646829	Teddm1b	transmembrane epididymal protein 1B	protein coding gene
TEDDM1	frog, western clawed symbol	MGI:1913811	Teddm3	transmembrane epididymal family member 3	protein coding gene
TENC1	old symbol	MGI:2387586	Tns2	tensin 2	protein coding gene
TERC	current symbol	MGI:109558	Terc	telomerase RNA component	telomerase RNA gene
TEX13	old symbol	MGI:1890544	Tex13b	testis expressed 13B	protein coding gene
TEX16	current symbol	MGI:1890545	Tex16	testis expressed gene 16	protein coding gene
TEX19.1	current symbol	MGI:1920929	Tex19.1	testis expressed gene 19.1	protein coding gene
TEX19.2	current symbol	MGI:1918206	Tex19.2	testis expressed gene 19.2	protein coding gene
TEX21	current symbol	MGI:1931131	Tex21	testis expressed gene 21	protein coding gene
TEX24	current symbol	MGI:1921539	Tex24	testis expressed gene 24	protein coding gene
TGIF2LX1	current symbol	MGI:2387796	Tgif2lx1	TGFB-induced factor homeobox 2-like, X-linked 1	protein coding gene
TGIF2LX2	current symbol	MGI:3800824	Tgif2lx2	TGFB-induced factor homeobox 2-like, X-linked 2	protein coding gene
TGOLN1	current symbol	MGI:105080	Tgoln1	trans-golgi network protein	protein coding gene
TGOLN2	rat symbol	MGI:105080	Tgoln1	trans-golgi network protein	protein coding gene
TGOLN2	current symbol	MGI:105079	Tgoln2	trans-golgi network protein 2	protein coding gene
TGTP1	current symbol	MGI:98734	Tgtp1	T cell specific GTPase 1	protein coding gene
TGTP2	current symbol	MGI:3710083	Tgtp2	T cell specific GTPase 2	protein coding gene
TH1L	old symbol	MGI:1926424	Nelfcd	negative elongation factor complex member C/D, Th1l	protein coding gene
THA1	current symbol	MGI:1919026	Tha1	threonine aldolase 1	protein coding gene
THAP6	current symbol	MGI:1922436	Thap6	THAP domain containing 6	pseudogene
THOP1	current symbol	MGI:1354165	Thop1	thimet oligopeptidase 1	protein coding gene
TIMD2	current symbol	MGI:2159681	Timd2	T cell immunoglobulin and mucin domain containing 2	protein coding gene
TIMM8A1	current symbol	MGI:1353433	Timm8a1	translocase of inner mitochondrial membrane 8A1	protein coding gene
TIMM8A2	current symbol	MGI:3615492	Timm8a2	translocase of inner mitochondrial membrane 8A2	protein coding gene
TINF2	current symbol	MGI:107246	Tinf2	Terf1 (TRF1)-interacting nuclear factor 2	protein coding gene
TLR11	current symbol	MGI:3045226	Tlr11	toll-like receptor 11	protein coding gene
TLR11	synonym	MGI:3045221	Tlr12	toll-like receptor 12	protein coding gene
TLR12	current symbol	MGI:3045221	Tlr12	toll-like receptor 12	protein coding gene
TLR13	current symbol	MGI:3045213	Tlr13	toll-like receptor 13	protein coding gene
TMCO5	current symbol	MGI:1914606	Tmco5	transmembrane and coiled-coil domains 5	protein coding gene
TMCO5B	current symbol	MGI:1922525	Tmco5b	transmembrane and coiled-coil domains 5B	protein coding gene
TMCO7	old symbol	MGI:2142786	Tango6	transport and golgi organization 6	protein coding gene
TMED11	current symbol	MGI:1914616	Tmed11	transmembrane p24 trafficking protein 11	protein coding gene
TMEM110	old symbol	MGI:1921500	Stimate	STIM activating enhancer	protein coding gene
TMEM111	old symbol	MGI:1913337	Emc3	ER membrane protein complex subunit 3	protein coding gene
TMEM134	current symbol	MGI:1914240	Tmem134	transmembrane protein 134	protein coding gene
TMEM146	old symbol	MGI:2147030	Catsperd	cation channel sperm associated auxiliary subunit delta	protein coding gene
TMEM149	old symbol	MGI:3655979	Igflr1	IGF-like family receptor 1	protein coding gene
TMEM167	current symbol	MGI:1913324	Tmem167	transmembrane protein 167	protein coding gene
TMEM170	current symbol	MGI:106426	Tmem170	transmembrane protein 170	protein coding gene
TMEM178	current symbol	MGI:1915277	Tmem178	transmembrane protein 178	protein coding gene
TMEM180	old symbol	MGI:1922396	Mfsd13a	major facilitator superfamily domain containing 13a	protein coding gene
TMEM181A	current symbol	MGI:1924356	Tmem181a	transmembrane protein 181A	protein coding gene
TMEM181B-PS	current symbol	MGI:3779544	Tmem181b-ps	transmembrane protein 181B, pseudogene	pseudogene
TMEM181C-PS	current symbol	MGI:3780993	Tmem181c-ps	transmembrane protein 181C, pseudogene	pseudogene
TMEM188	old symbol	MGI:1921981	Cnep1r1	CTD nuclear envelope phosphatase 1 regulatory subunit 1	protein coding gene
TMEM194	old symbol	MGI:2446113	Nemp1	nuclear envelope integral membrane protein 1	protein coding gene
TMEM194B	old symbol	MGI:2444113	Nemp2	nuclear envelope integral membrane protein 2	protein coding gene
TMEM198B	zebrafish symbol	MGI:2443133	Tmem198	transmembrane protein 198	protein coding gene
TMEM198B	current symbol	MGI:1921077	Tmem198b	transmembrane protein 198b	protein coding gene
TMEM2	old symbol	MGI:1890373	Cemip2	cell migration inducing hyaluronidase 2	protein coding gene
TMEM20	old symbol	MGI:2444789	Slc35g1	solute carrier family 35, member G1	protein coding gene
TMEM22	old symbol	MGI:2685365	Slc35g2	solute carrier family 35, member G2	protein coding gene
TMEM27	old symbol	MGI:1926234	Cltrn	collectrin, amino acid transport regulator	protein coding gene
TMEM28	rat synonym	MGI:2142765	Fam155a	family with sequence similarity 155, member A	protein coding gene
TMEM28	current symbol	MGI:3648377	Tmem28	transmembrane protein 28	protein coding gene
TMEM29	current symbol	MGI:1923420	Tmem29	transmembrane protein 29	protein coding gene
TMEM30C	current symbol	MGI:1918277	Tmem30c	transmembrane protein 30C	protein coding gene
TMEM35	old symbol	MGI:1914814	Tmem35a	transmembrane protein 35A	protein coding gene
TMEM48	old symbol	MGI:1920037	Ndc1	NDC1 transmembrane nucleoporin	protein coding gene
TMEM5	old symbol	MGI:2384919	Rxylt1	ribitol xylosyltransferase 1	protein coding gene
TMEM55A	old symbol	MGI:1919769	Pip4p2	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2	protein coding gene
TMEM55B	old symbol	MGI:2448501	Pip4p1	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1	protein coding gene
TMEM57	old symbol	MGI:1913396	Maco1	macoilin 1	protein coding gene
TMEM59L	current symbol	MGI:1915187	Tmem59l	transmembrane protein 59-like	protein coding gene
TMEM66	old symbol	MGI:1915137	Saraf	store-operated calcium entry-associated regulatory factor	protein coding gene
TMEM8	old symbol	MGI:1926283	Pgap6	post-glycosylphosphatidylinositol attachment to proteins 6	protein coding gene
TMEM85	old symbol	MGI:1915282	Emc4	ER membrane protein complex subunit 4	protein coding gene
TMEM8C	old symbol	MGI:1913389	Mymk	myomaker, myoblast fusion factor	protein coding gene
TMEM90A	old symbol	MGI:2685107	Syndig1l	synapse differentiation inducing 1 like	protein coding gene
TMEM90B	old symbol	MGI:3702158	Syndig1	synapse differentiation inducing 1	protein coding gene
TMEM93	old symbol	MGI:1913298	Emc6	ER membrane protein complex subunit 6	protein coding gene
TMLHE	current symbol	MGI:2180203	Tmlhe	trimethyllysine hydroxylase, epsilon	protein coding gene
TMPRSS11BNL	old symbol	MGI:2442893	Tmprss11b	transmembrane protease, serine 11B	protein coding gene
TMPRSS11C	current symbol	MGI:3521861	Tmprss11c	transmembrane protease, serine 11c	protein coding gene
TMPRSS11D	current symbol	MGI:2385221	Tmprss11d	transmembrane protease, serine 11d	protein coding gene
TMPRSS11E	chicken symbol	MGI:3521861	Tmprss11c	transmembrane protease, serine 11c	protein coding gene
TMPRSS11E	current symbol	MGI:3513175	Tmprss11e	transmembrane protease, serine 11e	protein coding gene
TMPRSS11G	current symbol	MGI:2444058	Tmprss11g	transmembrane protease, serine 11g	protein coding gene
TMSB15B1	current symbol	MGI:3843059	Tmsb15b1	thymosin beta 15b1	protein coding gene
TMSB15B2	current symbol	MGI:3843061	Tmsb15b2	thymosin beta 15b2	protein coding gene
TMSB15L	current symbol	MGI:3026988	Tmsb15l	thymosin beta 15b like	protein coding gene
TNFRSF22	current symbol	MGI:1930270	Tnfrsf22	tumor necrosis factor receptor superfamily, member 22	protein coding gene
TNFRSF22	rat symbol	MGI:1930269	Tnfrsf23	tumor necrosis factor receptor superfamily, member 23	protein coding gene
TNFRSF23	current symbol	MGI:1930269	Tnfrsf23	tumor necrosis factor receptor superfamily, member 23	protein coding gene
TNFRSF26	current symbol	MGI:2651928	Tnfrsf26	tumor necrosis factor receptor superfamily, member 26	protein coding gene
TOMM6	old symbol	MGI:2685785	Prickle4	prickle planar cell polarity protein 4	protein coding gene
TOMM6	current symbol	MGI:1913369	Tomm6	translocase of outer mitochondrial membrane 6	protein coding gene
TOMM70A	current symbol	MGI:106295	Tomm70a	translocase of outer mitochondrial membrane 70A	protein coding gene
